season,season_game,phase,new_team,config,strategy,candidate,rps
2022/23,139,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.2733550691914639
2022/23,140,matchdays_6_17,True,level_all10,updating_prior,level_all10:updating_prior,0.09177391158867566
2022/23,141,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.4021330336357265
2022/23,142,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.15488034993442307
2022/23,143,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.06513842195240713
2022/23,144,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.1751135252506584
2022/23,145,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.2643511650598487
2022/23,146,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.3382626317325526
2022/23,147,matchdays_6_17,True,level_all10,updating_prior,level_all10:updating_prior,0.05983775678849011
2022/23,148,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.17621407516481116
2022/23,149,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.08901577119390931
2022/23,150,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.15052695795698554
2022/23,151,matchdays_6_17,True,level_all10,updating_prior,level_all10:updating_prior,0.183263604525045
2022/23,152,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.20834516008558296
2022/23,153,matchdays_6_17,False,level_all10,updating_prior,level_all10:updating_prior,0.3294800139732127
2022/23,154,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.04923677897169087
2022/23,155,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1804619143499676
2022/23,156,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.5196274483465346
2022/23,157,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.10490856884954024
2022/23,158,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.27481494500594017
2022/23,159,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.270529092112508
2022/23,160,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2569330286419688
2022/23,161,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.13230909233191002
2022/23,162,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.3247460461506576
2022/23,163,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.48426504207069504
2022/23,164,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.15614150250868233
2022/23,165,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.250261099617993
2022/23,166,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1912918768974264
2022/23,167,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.271174334140756
2022/23,168,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.19821164308909758
2022/23,169,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.4281179503866482
2022/23,170,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.16943794490034325
2022/23,171,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.5238273094226613
2022/23,172,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.15008367919575108
2022/23,173,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.6489121885576532
2022/23,174,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.16474655036353128
2022/23,175,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.15030476489302866
2022/23,176,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.22166947643729334
2022/23,177,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.18753001856936674
2022/23,178,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.04099331613653569
2022/23,179,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.3631415294175169
2022/23,180,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2704192207624604
2022/23,181,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.31546936100728223
2022/23,182,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.21659858990615435
2022/23,183,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11481716672190513
2022/23,184,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.15655963027594547
2022/23,185,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1442560363018936
2022/23,186,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.6772255191796301
2022/23,187,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.09085448307695612
2022/23,188,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.13725412142992954
2022/23,189,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.4157048924325403
2022/23,190,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2047892829864636
2022/23,191,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.30361672540316365
2022/23,192,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.18046193183037962
2022/23,193,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.09905906354695579
2022/23,194,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.23247651045354678
2022/23,195,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11211024262536956
2022/23,196,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.03416081402749058
2022/23,197,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.14334269682356338
2022/23,198,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.07520630398653179
2022/23,199,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.4579147254212334
2022/23,200,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.05793643534241403
2022/23,201,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.10750888173094317
2022/23,202,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.08318208665242963
2022/23,203,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.13884536543249143
2022/23,204,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.1924754057859217
2022/23,205,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.2288425291821053
2022/23,206,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2547954305500186
2022/23,207,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.12191315401753805
2022/23,208,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.40198945385602275
2022/23,209,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.12864448982492438
2022/23,210,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.02596198145653291
2022/23,211,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.2216839775808411
2022/23,212,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11453890183558466
2022/23,213,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.05074393866477745
2022/23,214,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11586915261882907
2022/23,215,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.148827558429856
2022/23,216,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2508457041431798
2022/23,217,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.16741883662678667
2022/23,218,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.5648670504225013
2022/23,219,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2539486475412167
2022/23,220,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.13347217948948917
2022/23,221,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2140857708637896
2022/23,222,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.21867130900399692
2022/23,223,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.4826533078675247
2022/23,224,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11159317344596037
2022/23,225,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.16910311540046255
2022/23,226,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.13874959227370226
2022/23,227,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.16956396866053244
2022/23,228,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.5646744285190866
2022/23,229,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.12721400269918784
2022/23,230,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.3112599243767328
2022/23,231,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.07983595385423477
2022/23,232,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.27020489440469575
2022/23,233,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.16880650201066974
2022/23,234,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.27605282139449416
2022/23,235,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.18035590892884135
2022/23,236,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.049504406536759075
2022/23,237,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1083077837703717
2022/23,238,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1491415049195566
2022/23,239,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.14217906899479835
2022/23,240,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.09784183748323742
2022/23,241,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.24244085232001117
2022/23,242,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.23634660586126255
2022/23,243,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.2393815620424998
2022/23,244,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.14831224807036808
2022/23,245,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.3070529002327756
2022/23,246,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11922466768508483
2022/23,247,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.02422998622164574
2022/23,248,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.19377453852008641
2022/23,249,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.12662194454835202
2022/23,250,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.18367395222559998
2022/23,251,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11758199165330072
2022/23,252,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.14391865013490174
2022/23,253,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1494224515093953
2022/23,254,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.15391332321262885
2022/23,255,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.2945616192946866
2022/23,256,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.25841638330868444
2022/23,257,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.5231674558395015
2022/23,258,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.1278258748163736
2022/23,259,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.1148198375549854
2022/23,260,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.45099561832663665
2022/23,261,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.5303367432254307
2022/23,262,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.15493987677696325
2022/23,263,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.38015714127449685
2022/23,264,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.07453243787700663
2022/23,265,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11884620574715896
2022/23,266,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.21895376088539417
2022/23,267,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.2969771297072571
2022/23,268,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.16604092314921423
2022/23,269,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.05733909921038385
2022/23,270,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2695138810494938
2022/23,271,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.3916598394719943
2022/23,272,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.5488501828945047
2022/23,273,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.3708395436144507
2022/23,274,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.2634596735090641
2022/23,275,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.11068003590076067
2022/23,276,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.24116121972407725
2022/23,277,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.03160388734084624
2022/23,278,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.21062412631137642
2022/23,279,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.14949540735108346
2022/23,280,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.08555366287191779
2022/23,281,matchdays_18_34,True,level_all10,updating_prior,level_all10:updating_prior,0.06598005988007201
2022/23,282,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.16394404692646636
2022/23,283,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.38750730024918456
2022/23,284,matchdays_18_34,False,level_all10,updating_prior,level_all10:updating_prior,0.055172221211781496
